ADHOME = D:\SVN\ad2005
jaso2jh() wrong!8861 -  2 3 1
B9AA 2261 ¹ª ¤± ¤Ë ¤µ   8 19 21 ¹¦ 0 00000000
B9AB 2281 ¹« ¤± ¤Ì      8 20  1 ¹« 0 00000008
B9AC 2281 ¹¬ ¤± ¤Ì ¤¡   8 20  2 ¹« 0 00000000
B9AD 2281 ¹­ ¤± ¤Ì ¤¢   8 20  3 ¹« 0 00000000
B9AE 2281 ¹® ¤± ¤Ì ¤¤   8 20  5 ¹« 0 00000000
B9AF 2281 ¹¯ ¤± ¤Ì ¤§   8 20  8 ¹« 0 00000000
B9B0 2281 ¹° ¤± ¤Ì ¤©   8 20  9 ¹« 0 00000000
B9B1 2281 ¹± ¤± ¤Ì ¤ª   8 20 10 ¹« 0 00000000
B9B2 2281 ¹² ¤± ¤Ì ¤«   8 20 11 ¹« 0 00000000
B9B3 2281 ¹³ ¤± ¤Ì ¤±   8 20 17 ¹« 0 00000000
B9B4 2281 ¹´ ¤± ¤Ì ¤²   8 20 19 ¹« 0 00000000
B9B5 2281 ¹µ ¤± ¤Ì ¤µ   8 20 21 ¹« 0 00000000
B9B6 2281 ¹¶ ¤± ¤Ì ¤·   8 20 23 ¹« 0 00000000
B9B7 2281 ¹· ¤± ¤Ì ¤¼   8 20 27 ¹« 0 00000000
B9B8 2281 ¹¸ ¤± ¤Ì ¤¾   8 20 29 ¹« 0 00000000
B9B9 22A1 ¹¹ ¤± ¤Í      8 21  1 ¹¹ 0 00000000
B9BA 22A1 ¹º ¤± ¤Í ¤¤   8 21  5 ¹¹ 0 00000000
B9BB 22A1 ¹» ¤± ¤Í ¤©   8 21  9 ¹¹ 0 00000000
B9BC 22A1 ¹¼ ¤± ¤Í ¤²   8 21 19 ¹¹ 0 00000000
B9BD 22A1 ¹½ ¤± ¤Í ¤µ   8 21 21 ¹¹ 0 00000000
B9BE 22C1 ¹¾ ¤± ¤Î      8 22  1 ¹¾ 0 00000000
B9BF 22E1 ¹¿ ¤± ¤Ï      8 23  1 ¹¿ 0 00000000
B9C0 22E1 ¹À ¤± ¤Ï ¤¤   8 23  5 ¹¿ 0 00000000
B9C1 22E1 ¹Á ¤± ¤Ï ¤©   8 23  9 ¹¿ 0 00000000
B9C2 2341 ¹Â ¤± ¤Ð      8 26  1 ¹Â 0 00000000
B9C3 2341 ¹Ã ¤± ¤Ð ¤¤   8 26  5 ¹Â 0 00000000
B9C4 2341 ¹Ä ¤± ¤Ð ¤©   8 26  9 ¹Â 0 00000000
B9C5 2341 ¹Å ¤± ¤Ð ¤±   8 26 17 ¹Â 0 00000000
B9C6 2341 ¹Æ ¤± ¤Ð ¤µ   8 26 21 ¹Â 0 00000000
B9C7 2361 ¹Ç ¤± ¤Ñ      8 27  1 ¹Ç 0 0000000C
B9C8 2361 ¹È ¤± ¤Ñ ¤¤   8 27  5 ¹Ç 0 00000000
B9C9 2361 ¹É ¤± ¤Ñ ¤©   8 27  9 ¹Ç 0 00000000
B9CA 2361 ¹Ê ¤± ¤Ñ ¤±   8 27 17 ¹Ç 0 00000000
B9CB 2361 ¹Ë ¤± ¤Ñ ¤µ   8 27 21 ¹Ç 0 00000000
B9CC 23A1 ¹Ì ¤± ¤Ó      8 29  1 ¹Ì 0 00000000
B9CD 23A1 ¹Í ¤± ¤Ó ¤¡   8 29  2 ¹Ì 0 00000000
B9CE 23A1 ¹Î ¤± ¤Ó ¤¤   8 29  5 ¹Ì 0 00000000
B9CF 23A1 ¹Ï ¤± ¤Ó ¤§   8 29  8 ¹Ì 0 00000000
B9D0 23A1 ¹Ð ¤± ¤Ó ¤©   8 29  9 ¹Ì 0 00000000
B9D1 23A1 ¹Ñ ¤± ¤Ó ¤«   8 29 11 ¹Ì 0 00000000
B9D2 23A1 ¹Ò ¤± ¤Ó ¤±   8 29 17 ¹Ì 0 00000000
B9D3 23A1 ¹Ó ¤± ¤Ó ¤²   8 29 19 ¹Ì 0 00000000
B9D4 23A1 ¹Ô ¤± ¤Ó ¤µ   8 29 21 ¹Ì 0 00000000
B9D5 23A1 ¹Õ ¤± ¤Ó ¤¶   8 29 22 ¹Ì 0 00000000
B9D6 23A1 ¹Ö ¤± ¤Ó ¤·   8 29 23 ¹Ì 0 00000000
B9D7 23A1 ¹× ¤± ¤Ó ¤º   8 29 25 ¹Ì 0 00000000
B9D8 23A1 ¹Ø ¤± ¤Ó ¤¼   8 29 27 ¹Ì 0 00000000
B9D9 2461 ¹Ù ¤² ¤¿      9  3  1 ¹Ù 0 00000008
B9DA 2461 ¹Ú ¤² ¤¿ ¤¡   9  3  2 ¹Ù 0 00000000
B9DB 2461 ¹Û ¤² ¤¿ ¤¢   9  3  3 ¹Ù 0 00000009
B9DC 2461 ¹Ü ¤² ¤¿ ¤£   9  3  4 ¹Ù 0 00000000
B9DD 2461 ¹Ý ¤² ¤¿ ¤¤   9  3  5 ¹Ù 0 00000000
B9DE 2461 ¹Þ ¤² ¤¿ ¤§   9  3  8 ¹Ù 0 00000000
B9DF 2461 ¹ß ¤² ¤¿ ¤©   9  3  9 ¹Ù 0 00000000
B9E0 2461 ¹à ¤² ¤¿ ¤ª   9  3 10 ¹Ù 0 00000000
B9E1 2461 ¹á ¤² ¤¿ ¤«   9  3 11 ¹Ù 0 00000000
B9E2 2461 ¹â ¤² ¤¿ ¤¬   9  3 12 ¹Ù 0 00000000
B9E3 2461 ¹ã ¤² ¤¿ ¤±   9  3 17 ¹Ù 0 00000000
B9E4 2461 ¹ä ¤² ¤¿ ¤²   9  3 19 ¹Ù 0 00000000
B9E5 2461 ¹å ¤² ¤¿ ¤µ   9  3 21 ¹Ù 0 00000000
B9E6 2461 ¹æ ¤² ¤¿ ¤·   9  3 23 ¹Ù 0 00000000
B9E7 2461 ¹ç ¤² ¤¿ ¤¼   9  3 27 ¹Ù 0 00000000
B9E8 2481 ¹è ¤² ¤À      9  4  1 ¹è 0 00000000
B9E9 2481 ¹é ¤² ¤À ¤¡   9  4  2 ¹è 0 00000000
B9EA 2481 ¹ê ¤² ¤À ¤¤   9  4  5 ¹è 0 00000000
B9EB 2481 ¹ë ¤² ¤À ¤©   9  4  9 ¹è 0 00000000
B9EC 2481 ¹ì ¤² ¤À ¤±   9  4 17 ¹è 0 00000000
B9ED 2481 ¹í ¤² ¤À ¤²   9  4 19 ¹è 0 00000000
B9EE 2481 ¹î ¤² ¤À ¤µ   9  4 21 ¹è 0 00000000
B9EF 2481 ¹ï ¤² ¤À ¤¶   9  4 22 ¹è 0 00000000
B9F0 2481 ¹ð ¤² ¤À ¤·   9  4 23 ¹è 0 00000000
B9F1 2481 ¹ñ ¤² ¤À ¤¼   9  4 27 ¹è 0 00000000
B9F2 24A1 ¹ò ¤² ¤Á      9  5  1 ¹ò 0 00000000
B9F3 24A1 ¹ó ¤² ¤Á ¤¡   9  5  2 ¹ò 0 00000000
B9F4 24A1 ¹ô ¤² ¤Á ¤¤   9  5  5 ¹ò 0 00000000
B9F5 24A1 ¹õ ¤² ¤Á ¤²   9  5 19 ¹ò 0 00000000
B9F6 24E1 ¹ö ¤² ¤Ã      9  7  1 ¹ö 0 00000000
B9F7 24E1 ¹÷ ¤² ¤Ã ¤¡   9  7  2 ¹ö 0 00000000
B9F8 24E1 ¹ø ¤² ¤Ã ¤¤   9  7  5 ¹ö 0 00000000
B9F9 24E1 ¹ù ¤² ¤Ã ¤§   9  7  8 ¹ö 0 00000000
B9FA 24E1 ¹ú ¤² ¤Ã ¤©   9  7  9 ¹ö 0 00000000
B9FB 24E1 ¹û ¤² ¤Ã ¤«   9  7 11 ¹ö 0 00000000
B9FC 24E1 ¹ü ¤² ¤Ã ¤±   9  7 17 ¹ö 0 00000000
B9FD 24E1 ¹ý ¤² ¤Ã ¤²   9  7 19 ¹ö 0 00000000
B9FE 24E1 ¹þ ¤² ¤Ã ¤µ   9  7 21 ¹ö 0 00000000
BAA1 24E1 º¡ ¤² ¤Ã ¤·   9  7 23 ¹ö 0 00000000
BAA2 24E1 º¢ ¤² ¤Ã ¤¸   9  7 24 ¹ö 0 00000000
BAA3 2541 º£ ¤² ¤Ä      9 10  1 º£ 0 00000000
BAA4 2541 º¤ ¤² ¤Ä ¤¡   9 10  2 º£ 0 00000000
BAA5 2541 º¥ ¤² ¤Ä ¤¤   9 10  5 º£ 0 00000000
BAA6 2541 º¦ ¤² ¤Ä ¤§   9 10  8 º£ 0 00000000
BAA7 2541 º§ ¤² ¤Ä ¤©   9 10  9 º£ 0 00000000
BAA8 2541 º¨ ¤² ¤Ä ¤±   9 10 17 º£ 0 00000000
BAA9 2541 º© ¤² ¤Ä ¤²   9 10 19 º£ 0 00000000
BAAA 2541 ºª ¤² ¤Ä ¤µ   9 10 21 º£ 0 00000000
BAAB 2541 º« ¤² ¤Ä ¤¶   9 10 22 º£ 0 00000000
BAAC 2541 º¬ ¤² ¤Ä ¤·   9 10 23 º£ 0 00000000
BAAD 2561 º­ ¤² ¤Å      9 11  1 º­ 0 00000000
BAAE 2561 º® ¤² ¤Å ¤¡   9 11  2 º­ 0 00000000
BAAF 2561 º¯ ¤² ¤Å ¤¤   9 11  5 º­ 0 00000000
BAB0 2561 º° ¤² ¤Å ¤©   9 11  9 º­ 0 00000000
BAB1 2561 º± ¤² ¤Å ¤²   9 11 19 º­ 0 00000000
BAB2 2561 º² ¤² ¤Å ¤µ   9 11 21 º­ 0 00000000
BAB3 2561 º³ ¤² ¤Å ¤¶   9 11 22 º­ 0 00000000
BAB4 2561 º´ ¤² ¤Å ¤·   9 11 23 º­ 0 00000000
BAB5 2561 ºµ ¤² ¤Å ¤¼   9 11 27 º­ 0 00000000
BAB6 2581 º¶ ¤² ¤Æ      9 12  1 º¶ 0 00000000
BAB7 2581 º· ¤² ¤Æ ¤¤   9 12  5 º¶ 0 00000000
BAB8 25A1 º¸ ¤² ¤Ç      9 13  1 º¸ 0 00000001
BAB9 25A1 º¹ ¤² ¤Ç ¤¡   9 13  2 º¸ 0 00000000
BABA 25A1 ºº ¤² ¤Ç ¤¢   9 13  3 º¸ 0 00000000
BABB 25A1 º» ¤² ¤Ç ¤¤   9 13  5 º¸ 0 00000000
BABC 25A1 º¼ ¤² ¤Ç ¤©   9 13  9 º¸ 0 00000000
BABD 25A1 º½ ¤² ¤Ç ¤±   9 13 17 º¸ 0 00000000
BABE 25A1 º¾ ¤² ¤Ç ¤²   9 13 19 º¸ 0 00000000
BABF 25A1 º¿ ¤² ¤Ç ¤µ   9 13 21 º¸ 0 00000000
BAC0 25A1 ºÀ ¤² ¤Ç ¤·   9 13 23 º¸ 0 00000000
BAC1 25C1 ºÁ ¤² ¤È      9 14  1 ºÁ 0 00000000
BAC2 25C1 ºÂ ¤² ¤È ¤¤   9 14  5 ºÁ 0 00000000
BAC3 25C1 ºÃ ¤² ¤È ¤¶   9 14 22 ºÁ 0 00000000
BAC4 25E1 ºÄ ¤² ¤É      9 15  1 ºÄ 0 00000000
BAC5 25E1 ºÅ ¤² ¤É ¤¶   9 15 22 ºÄ 0 00000000
BAC6 2641 ºÆ ¤² ¤Ê      9 18  1 ºÆ 0 00000000
BAC7 2641 ºÇ ¤² ¤Ê ¤¡   9 18  2 ºÆ 0 00000000
BAC8 2641 ºÈ ¤² ¤Ê ¤¤   9 18  5 ºÆ 0 00000000
BAC9 2641 ºÉ ¤² ¤Ê ¤©   9 18  9 ºÆ 0 00000000
BACA 2641 ºÊ ¤² ¤Ê ¤±   9 18 17 ºÆ 0 00000000
BACB 2641 ºË ¤² ¤Ê ¤²   9 18 19 ºÆ 0 00000000
BACC 2661 ºÌ ¤² ¤Ë      9 19  1 ºÌ 0 00000000
BACD 2661 ºÍ ¤² ¤Ë ¤¤   9 19  5 ºÌ 0 00000000
BACE 2681 ºÎ ¤² ¤Ì      9 20  1 ºÎ 0 00000003
BACF 2681 ºÏ ¤² ¤Ì ¤¡   9 20  2 ºÎ 0 00000000
BAD0 2681 ºÐ ¤² ¤Ì ¤¤   9 20  5 ºÎ 0 00000000
BAD1 2681 ºÑ ¤² ¤Ì ¤§   9 20  8 ºÎ 0 00000000
BAD2 2681 ºÒ ¤² ¤Ì ¤©   9 20  9 ºÎ 0 00000000
BAD3 2681 ºÓ ¤² ¤Ì ¤ª   9 20 10 ºÎ 0 00000000
BAD4 2681 ºÔ ¤² ¤Ì ¤«   9 20 11 ºÎ 0 00000000
BAD5 2681 ºÕ ¤² ¤Ì ¤±   9 20 17 ºÎ 0 00000000
BAD6 2681 ºÖ ¤² ¤Ì ¤²   9 20 19 ºÎ 0 00000000
BAD7 2681 º× ¤² ¤Ì ¤µ   9 20 21 ºÎ 0 00000000
BAD8 2681 ºØ ¤² ¤Ì ¤·   9 20 23 ºÎ 0 00000000
BAD9 2681 ºÙ ¤² ¤Ì ¤¼   9 20 27 ºÎ 0 00000000
BADA 2681 ºÚ ¤² ¤Ì ¤½   9 20 28 ºÎ 0 00000000
BADB 26A1 ºÛ ¤² ¤Í      9 21  1 ºÛ 0 00000000
BADC 26A1 ºÜ ¤² ¤Í ¤©   9 21  9 ºÛ 0 00000000
BADD 26A1 ºÝ ¤² ¤Í ¤¶   9 21 22 ºÛ 0 00000000
BADE 26C1 ºÞ ¤² ¤Î      9 22  1 ºÞ 0 00000000
BADF 26E1 ºß ¤² ¤Ï      9 23  1 ºß 0 00000000
BAE0 26E1 ºà ¤² ¤Ï ¤¡   9 23  2 ºß 0 00000000
BAE1 26E1 ºá ¤² ¤Ï ¤¤   9 23  5 ºß 0 00000000
BAE2 26E1 ºâ ¤² ¤Ï ¤©   9 23  9 ºß 0 00000000
BAE3 26E1 ºã ¤² ¤Ï ¤·   9 23 23 ºß 0 00000000
BAE4 2741 ºä ¤² ¤Ð      9 26  1 ºä 0 00000000
BAE5 2741 ºå ¤² ¤Ð ¤¤   9 26  5 ºä 0 00000000
BAE6 2741 ºæ ¤² ¤Ð ¤©   9 26  9 ºä 0 00000000
BAE7 2741 ºç ¤² ¤Ð ¤±   9 26 17 ºä 0 00000000
BAE8 2741 ºè ¤² ¤Ð ¤µ   9 26 21 ºä 0 00000000
BAE9 2741 ºé ¤² ¤Ð ¤·   9 26 23 ºä 0 00000000
BAEA 2761 ºê ¤² ¤Ñ      9 27  1 ºê 0 00000000
BAEB 2761 ºë ¤² ¤Ñ ¤¡   9 27  2 ºê 0 00000000
BAEC 2761 ºì ¤² ¤Ñ ¤¤   9 27  5 ºê 0 00000000
BAED 2761 ºí ¤² ¤Ñ ¤©   9 27  9 ºê 0 00000000
BAEE 2761 ºî ¤² ¤Ñ ¤±   9 27 17 ºê 0 00000000
BAEF 2761 ºï ¤² ¤Ñ ¤²   9 27 19 ºê 0 00000000
BAF0 2761 ºð ¤² ¤Ñ ¤µ   9 27 21 ºê 0 00000000
BAF1 27A1 ºñ ¤² ¤Ó      9 29  1 ºñ 0 00000000
BAF2 27A1 ºò ¤² ¤Ó ¤¡   9 29  2 ºñ 0 00000000
BAF3 27A1 ºó ¤² ¤Ó ¤¤   9 29  5 ºñ 0 00000000
BAF4 27A1 ºô ¤² ¤Ó ¤©   9 29  9 ºñ 0 00000000
BAF5 27A1 ºõ ¤² ¤Ó ¤«   9 29 11 ºñ 0 00000000
BAF6 27A1 ºö ¤² ¤Ó ¤±   9 29 17 ºñ 0 00000000
BAF7 27A1 º÷ ¤² ¤Ó ¤²   9 29 19 ºñ 0 00000000
BAF8 27A1 ºø ¤² ¤Ó ¤µ   9 29 21 ºñ 0 00000000
BAF9 27A1 ºù ¤² ¤Ó ¤·   9 29 23 ºñ 0 00000000
BAFA 27A1 ºú ¤² ¤Ó ¤¸   9 29 24 ºñ 0 00000000
BAFB 27A1 ºû ¤² ¤Ó ¤º   9 29 25 ºñ 0 00000000
BAFC 2861 ºü ¤³ ¤¿     10  3  1 ºü 0 00000000
BAFD 2861 ºý ¤³ ¤¿ ¤¡  10  3  2 ºü 0 00000000
BAFE 2861 ºþ ¤³ ¤¿ ¤¤  10  3  5 ºü 0 00000000
BBA1 2861 »¡ ¤³ ¤¿ ¤©  10  3  9 ºü 0 00000000
BBA2 2861 »¢ ¤³ ¤¿ ¤«  10  3 11 ºü 0 00000000
BBA3 2861 »£ ¤³ ¤¿ ¤±  10  3 17 ºü 0 00000000
BBA4 2861 »¤ ¤³ ¤¿ ¤²  10  3 19 ºü 0 00000000
BBA5 2861 »¥ ¤³ ¤¿ ¤µ  10  3 21 ºü 0 00000000
BBA6 2861 »¦ ¤³ ¤¿ ¤¶  10  3 22 ºü 0 00000000
BBA7 2861 »§ ¤³ ¤¿ ¤·  10  3 23 ºü 0 00000000
BBA8 2861 »¨ ¤³ ¤¿ ¤¾  10  3 29 ºü 0 00000000
BBA9 2881 »© ¤³ ¤À     10  4  1 »© 0 00000000
BBAA 2881 »ª ¤³ ¤À ¤¡  10  4  2 »© 0 00000000
BBAB 2881 »« ¤³ ¤À ¤¤  10  4  5 »© 0 00000000
BBAC 2881 »¬ ¤³ ¤À ¤©  10  4  9 »© 0 00000000
BBAD 2881 »­ ¤³ ¤À ¤±  10  4 17 »© 0 00000000
BBAE 2881 »® ¤³ ¤À ¤²  10  4 19 »© 0 00000000
BBAF 2881 »¯ ¤³ ¤À ¤µ  10  4 21 »© 0 00000000
BBB0 2881 »° ¤³ ¤À ¤¶  10  4 22 »© 0 00000000
BBB1 2881 »± ¤³ ¤À ¤·  10  4 23 »© 0 00000000
BBB2 28A1 »² ¤³ ¤Á     10  5  1 »² 0 00000000
BBB3 28A1 »³ ¤³ ¤Á ¤¡  10  5  2 »² 0 00000000
BBB4 28A1 »´ ¤³ ¤Á ¤±  10  5 17 »² 0 00000000
BBB5 28E1 »µ ¤³ ¤Ã     10  7  1 »µ 0 00000000
BBB6 28E1 »¶ ¤³ ¤Ã ¤¡  10  7  2 »µ 0 00000000
BBB7 28E1 »· ¤³ ¤Ã ¤¤  10  7  5 »µ 0 00000000
BBB8 28E1 »¸ ¤³ ¤Ã ¤§  10  7  8 »µ 0 00000000
BBB9 28E1 »¹ ¤³ ¤Ã ¤©  10  7  9 »µ 0 00000000
BBBA 28E1 »º ¤³ ¤Ã ¤±  10  7 17 »µ 0 00000000
BBBB 28E1 »» ¤³ ¤Ã ¤µ  10  7 21 »µ 0 00000000
BBBC 28E1 »¼ ¤³ ¤Ã ¤¶  10  7 22 »µ 0 00000000
BBBD 28E1 »½ ¤³ ¤Ã ¤·  10  7 23 »µ 0 00000000
BBBE 2941 »¾ ¤³ ¤Ä     10 10  1 »¾ 0 00000000
BBBF 2941 »¿ ¤³ ¤Ä ¤·  10 10 23 »¾ 0 00000000
BBC0 2961 »À ¤³ ¤Å     10 11  1 »À 0 00000000
BBC1 2961 »Á ¤³ ¤Å ¤¡  10 11  2 »À 0 00000000
BBC2 2961 »Â ¤³ ¤Å ¤±  10 11 17 »À 0 00000000
BBC3 2961 »Ã ¤³ ¤Å ¤²  10 11 19 »À 0 00000000
BBC4 2961 »Ä ¤³ ¤Å ¤µ  10 11 21 »À 0 00000000
BBC5 2961 »Å ¤³ ¤Å ¤¶  10 11 22 »À 0 00000000
BBC6 2961 »Æ ¤³ ¤Å ¤·  10 11 23 »À 0 00000000
BBC7 29A1 »Ç ¤³ ¤Ç     10 13  1 »Ç 0 00000000
BBC8 29A1 »È ¤³ ¤Ç ¤¡  10 13  2 »Ç 0 00000000
BBC9 29A1 »É ¤³ ¤Ç ¤¤  10 13  5 »Ç 0 00000000
BBCA 29A1 »Ê ¤³ ¤Ç ¤©  10 13  9 »Ç 0 00000000
BBCB 29A1 »Ë ¤³ ¤Ç ¤±  10 13 17 »Ç 0 00000000
BBCC 29A1 »Ì ¤³ ¤Ç ¤²  10 13 19 »Ç 0 00000000
BBCD 29A1 »Í ¤³ ¤Ç ¤·  10 13 23 »Ç 0 00000000
BBCE 2A41 »Î ¤³ ¤Ê     10 18  1 »Î 0 00000000
BBCF 2A61 »Ï ¤³ ¤Ë     10 19  1 »Ï 0 00000000
BBD0 2A61 »Ð ¤³ ¤Ë ¤·  10 19 23 »Ï 0 00000000
BBD1 2A81 »Ñ ¤³ ¤Ì     10 20  1 »Ñ 0 00000000
BBD2 2A81 »Ò ¤³ ¤Ì ¤¡  10 20  2 »Ñ 0 00000000
BBD3 2A81 »Ó ¤³ ¤Ì ¤¤  10 20  5 »Ñ 0 00000009
BBD4 2A81 »Ô ¤³ ¤Ì ¤©  10 20  9 »Ñ 0 00000000
BBD5 2A81 »Õ ¤³ ¤Ì ¤±  10 20 17 »Ñ 0 00000000
BBD6 2A81 »Ö ¤³ ¤Ì ¤µ  10 20 21 »Ñ 0 00000000
BBD7 2A81 »× ¤³ ¤Ì ¤·  10 20 23 »Ñ 0 00000000
BBD8 2B41 »Ø ¤³ ¤Ð     10 26  1 »Ø 0 00000000
BBD9 2B41 »Ù ¤³ ¤Ð ¤·  10 26 23 »Ø 0 00000000
BBDA 2B61 »Ú ¤³ ¤Ñ     10 27  1 »Ú 0 00000000
BBDB 2B61 »Û ¤³ ¤Ñ ¤¤  10 27  5 »Ú 0 00000000
BBDC 2B61 »Ü ¤³ ¤Ñ ¤©  10 27  9 »Ú 0 00000000
BBDD 2B61 »Ý ¤³ ¤Ñ ¤±  10 27 17 »Ú 0 00000000
BBDE 2B61 »Þ ¤³ ¤Ñ ¤²  10 27 19 »Ú 0 00000000
BBDF 2BA1 »ß ¤³ ¤Ó     10 29  1 »ß 0 00000000
BBE0 2BA1 »à ¤³ ¤Ó ¤¡  10 29  2 »ß 0 00000000
BBE1 2BA1 »á ¤³ ¤Ó ¤¤  10 29  5 »ß 0 00000000
BBE2 2BA1 »â ¤³ ¤Ó ¤©  10 29  9 »ß 0 00000000
BBE3 2BA1 »ã ¤³ ¤Ó ¤±  10 29 17 »ß 0 00000000
BBE4 2BA1 »ä ¤³ ¤Ó ¤²  10 29 19 »ß 0 00000000
BBE5 2BA1 »å ¤³ ¤Ó ¤µ  10 29 21 »ß 0 00000000
BBE6 2BA1 »æ ¤³ ¤Ó ¤·  10 29 23 »ß 0 00000000
BBE7 2C61 »ç ¤µ ¤¿     11  3  1 »ç 0 00000004
BBE8 2C61 »è ¤µ ¤¿ ¤¡  11  3  2 »ç 0 00000000
BBE9 2C61 »é ¤µ ¤¿ ¤£  11  3  4 »ç 0 00000000
BBEA 2C61 »ê ¤µ ¤¿ ¤¤  11  3  5 »ç 0 00000000
BBEB 2C61 »ë ¤µ ¤¿ ¤§  11  3  8 »ç 0 00000000
BBEC 2C61 »ì ¤µ ¤¿ ¤©  11  3  9 »ç 0 00000000
BBED 2C61 »í ¤µ ¤¿ ¤ª  11  3 10 »ç 0 00000000
BBEE 2C61 »î ¤µ ¤¿ ¤«  11  3 11 »ç 0 00000000
BBEF 2C61 »ï ¤µ ¤¿ ¤±  11  3 17 »ç 0 00000000
BBF0 2C61 »ð ¤µ ¤¿ ¤²  11  3 19 »ç 0 00000000
BBF1 2C61 »ñ ¤µ ¤¿ ¤µ  11  3 21 »ç 0 00000000
BBF2 2C61 »ò ¤µ ¤¿ ¤¶  11  3 22 »ç 0 00000000
BBF3 2C61 »ó ¤µ ¤¿ ¤·  11  3 23 »ç 0 00000000
BBF4 2C61 »ô ¤µ ¤¿ ¤¼  11  3 27 »ç 0 00000000
BBF5 2C81 »õ ¤µ ¤À     11  4  1 »õ 0 00000008
BBF6 2C81 »ö ¤µ ¤À ¤¡  11  4  2 »õ 0 00000000
BBF7 2C81 »÷ ¤µ ¤À ¤¤  11  4  5 »õ 0 00000000
BBF8 2C81 »ø ¤µ ¤À ¤©  11  4  9 »õ 0 00000000
BBF9 2C81 »ù ¤µ ¤À ¤±  11  4 17 »õ 0 00000000
BBFA 2C81 »ú ¤µ ¤À ¤²  11  4 19 »õ 0 00000000
BBFB 2C81 »û ¤µ ¤À ¤µ  11  4 21 »õ 0 00000000
BBFC 2C81 »ü ¤µ ¤À ¤¶  11  4 22 »õ 0 00000000
BBFD 2C81 »ý ¤µ ¤À ¤·  11  4 23 »õ 0 00000000
BBFE 2CA1 »þ ¤µ ¤Á     11  5  1 »þ 0 00000000
BCA1 2CA1 ¼¡ ¤µ ¤Á ¤¡  11  5  2 »þ 0 00000000
BCA2 2CA1 ¼¢ ¤µ ¤Á ¤¤  11  5  5 »þ 0 00000000
BCA3 2CA1 ¼£ ¤µ ¤Á ¤©  11  5  9 »þ 0 00000000
BCA4 2CA1 ¼¤ ¤µ ¤Á ¤±  11  5 17 »þ 0 00000000
BCA5 2CA1 ¼¥ ¤µ ¤Á ¤²  11  5 19 »þ 0 00000000
BCA6 2CA1 ¼¦ ¤µ ¤Á ¤µ  11  5 21 »þ 0 00000000
BCA7 2CA1 ¼§ ¤µ ¤Á ¤·  11  5 23 »þ 0 00000000
BCA8 2CC1 ¼¨ ¤µ ¤Â     11  6  1 ¼¨ 0 00000000
BCA9 2CC1 ¼© ¤µ ¤Â ¤¤  11  6  5 ¼¨ 0 00000000
BCAA 2CC1 ¼ª ¤µ ¤Â ¤©  11  6  9 ¼¨ 0 00000000
BCAB 2CC1 ¼« ¤µ ¤Â ¤±  11  6 17 ¼¨ 0 00000000
BCAC 2CC1 ¼¬ ¤µ ¤Â ¤·  11  6 23 ¼¨ 0 00000000
BCAD 2CE1 ¼­ ¤µ ¤Ã     11  7  1 ¼­ 0 0000000B
BCAE 2CE1 ¼® ¤µ ¤Ã ¤¡  11  7  2 ¼­ 0 00000000
BCAF 2CE1 ¼¯ ¤µ ¤Ã ¤¢  11  7  3 ¼­ 0 00000000
BCB0 2CE1 ¼° ¤µ ¤Ã ¤£  11  7  4 ¼­ 0 00000000
BCB1 2CE1 ¼± ¤µ ¤Ã ¤¤  11  7  5 ¼­ 0 0000000A
BCB2 2CE1 ¼² ¤µ ¤Ã ¤§  11  7  8 ¼­ 0 00000000
BCB3 2CE1 ¼³ ¤µ ¤Ã ¤©  11  7  9 ¼­ 0 00000000
BCB4 2CE1 ¼´ ¤µ ¤Ã ¤«  11  7 11 ¼­ 0 00000000
BCB5 2CE1 ¼µ ¤µ ¤Ã ¤¬  11  7 12 ¼­ 0 00000000
BCB6 2CE1 ¼¶ ¤µ ¤Ã ¤±  11  7 17 ¼­ 0 00000000
BCB7 2CE1 ¼· ¤µ ¤Ã ¤²  11  7 19 ¼­ 0 00000000
BCB8 2CE1 ¼¸ ¤µ ¤Ã ¤µ  11  7 21 ¼­ 0 00000000
BCB9 2CE1 ¼¹ ¤µ ¤Ã ¤¶  11  7 22 ¼­ 0 00000000
BCBA 2CE1 ¼º ¤µ ¤Ã ¤·  11  7 23 ¼­ 0 00000000
BCBB 2CE1 ¼» ¤µ ¤Ã ¤½  11  7 28 ¼­ 0 00000000
BCBC 2D41 ¼¼ ¤µ ¤Ä     11 10  1 ¼¼ 0 0000000E
BCBD 2D41 ¼½ ¤µ ¤Ä ¤¡  11 10  2 ¼¼ 0 00000000
BCBE 2D41 ¼¾ ¤µ ¤Ä ¤¤  11 10  5 ¼¼ 0 00000000
BCBF 2D41 ¼¿ ¤µ ¤Ä ¤©  11 10  9 ¼¼ 0 00000000
BCC0 2D41 ¼À ¤µ ¤Ä ¤±  11 10 17 ¼¼ 0 00000000
BCC1 2D41 ¼Á ¤µ ¤Ä ¤²  11 10 19 ¼¼ 0 00000000
BCC2 2D41 ¼Â ¤µ ¤Ä ¤µ  11 10 21 ¼¼ 0 00000000
BCC3 2D41 ¼Ã ¤µ ¤Ä ¤¶  11 10 22 ¼¼ 0 00000000
BCC4 2D41 ¼Ä ¤µ ¤Ä ¤·  11 10 23 ¼¼ 0 00000000
BCC5 2D61 ¼Å ¤µ ¤Å     11 11  1 ¼Å 0 00000008
BCC6 2D61 ¼Æ ¤µ ¤Å ¤¡  11 11  2 ¼Å 0 00000000
